Bug ID,Summary,Description,Status,Severity,Priority,Resolution,Assigned_To,Module,Reported_Date,Status_encoded,Severity_encoded,Priority_encoded,Resolution_encoded
BUG-0812,App crashes on login - Case 118,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Minor,P4,,Alice Johnson,Payment,2024-07-01,2,2,3,5
BUG-0813,UI misalignment in header - Case 732,The header elements are overlapping on mobile screens.,Resolved,Major,P3,Duplicate,Frank Brown,Authentication,2024-09-06,4,1,2,1
BUG-0814,Button click has no effect - Case 373,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P2,Duplicate,Henry Wilson,Payment,2024-12-27,4,3,1,1
BUG-0815,Performance degradation on load - Case 724,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P4,Fixed,Bob Smith,Reporting,2024-01-22,1,3,3,2
BUG-0816,Database connection timeout - Case 845,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P5,Won't Fix,Carol White,Database,2024-09-16,4,0,4,4
BUG-0817,Database connection timeout - Case 225,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P2,Duplicate,Frank Brown,API,2024-01-04,1,2,1,1
BUG-0818,UI misalignment in header - Case 372,The header elements are overlapping on mobile screens.,Resolved,Minor,P4,Won't Fix,Grace Kim,Reporting,2024-07-03,4,2,3,4
BUG-0819,Memory leak during file upload - Case 523,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P5,Cannot Reproduce,Henry Wilson,Dashboard,2024-09-21,4,1,4,0
BUG-0820,Button click has no effect - Case 171,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P4,,Grace Kim,Authentication,2024-06-10,2,0,3,5
BUG-0821,App crashes on login - Case 776,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P2,Duplicate,Grace Kim,API,2024-11-19,4,1,1,1
BUG-0822,Typo in the settings menu - Case 452,There is a spelling mistake in the user profile settings page.,In Progress,Minor,P2,,Henry Wilson,Reporting,2024-09-27,2,2,1,5
BUG-0823,Performance degradation on load - Case 907,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Major,P2,Not a Bug,David Lee,API,2024-12-23,4,1,1,3
BUG-0824,Feature Y is not responsive - Case 842,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P4,Duplicate,Eva Martinez,Reporting,2024-06-20,1,0,3,1
BUG-0825,Null pointer exception in module X - Case 683,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P4,Duplicate,Alice Johnson,Authentication,2024-06-08,1,1,3,1
BUG-0826,Button click has no effect - Case 706,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Critical,P1,,Bob Smith,Authentication,2024-06-04,0,0,0,5
BUG-0827,Feature Y is not responsive - Case 742,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P5,,Henry Wilson,API,2024-03-04,2,3,4,5
BUG-0828,App crashes on login - Case 564,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P3,,Eva Martinez,API,2024-10-24,0,2,2,5
BUG-0829,Performance degradation on load - Case 788,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Major,P1,Duplicate,David Lee,Database,2024-02-23,4,1,0,1
BUG-0830,Database connection timeout - Case 828,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P5,Cannot Reproduce,Grace Kim,Dashboard,2024-02-11,4,3,4,0
BUG-0831,API returning 500 error - Case 179,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P3,Won't Fix,Henry Wilson,UI/UX,2024-07-25,1,0,2,4
BUG-0832,API returning 500 error - Case 849,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P2,,Henry Wilson,Dashboard,2024-03-14,0,2,1,5
BUG-0833,Button click has no effect - Case 983,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P2,,Henry Wilson,Authentication,2024-12-21,3,2,1,5
BUG-0834,Button click has no effect - Case 478,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P5,Fixed,Frank Brown,API,2024-07-28,1,3,4,2
BUG-0835,UI misalignment in header - Case 417,The header elements are overlapping on mobile screens.,Closed,Major,P3,Duplicate,Frank Brown,API,2024-03-01,1,1,2,1
BUG-0836,App crashes on login - Case 910,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P3,Duplicate,David Lee,Dashboard,2024-01-25,1,1,2,1
BUG-0837,API returning 500 error - Case 102,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Fixed,Grace Kim,Notifications,2024-06-27,1,3,4,2
BUG-0838,Performance degradation on load - Case 563,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P4,Won't Fix,Henry Wilson,Notifications,2024-08-31,4,2,3,4
BUG-0839,Database connection timeout - Case 987,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P2,,David Lee,UI/UX,2024-11-15,3,0,1,5
BUG-0840,App crashes on login - Case 786,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P4,,Alice Johnson,API,2024-11-26,2,3,3,5
BUG-0841,UI misalignment in header - Case 759,The header elements are overlapping on mobile screens.,New,Trivial,P1,,David Lee,Notifications,2024-04-08,3,3,0,5
BUG-0842,App crashes on login - Case 223,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Major,P4,,David Lee,Notifications,2024-01-10,0,1,3,5
BUG-0843,Performance degradation on load - Case 116,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P2,Duplicate,Alice Johnson,Notifications,2024-11-06,1,1,1,1
BUG-0844,App crashes on login - Case 448,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Trivial,P1,,Frank Brown,UI/UX,2024-07-31,0,3,0,5
BUG-0845,UI misalignment in header - Case 201,The header elements are overlapping on mobile screens.,Assigned,Minor,P4,,Eva Martinez,Payment,2024-05-26,0,2,3,5
BUG-0846,Memory leak during file upload - Case 794,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P5,Duplicate,Eva Martinez,UI/UX,2024-04-02,1,3,4,1
BUG-0847,Memory leak during file upload - Case 991,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P3,Duplicate,Grace Kim,Payment,2024-07-30,1,1,2,1
BUG-0848,UI misalignment in header - Case 562,The header elements are overlapping on mobile screens.,Closed,Minor,P2,Duplicate,Grace Kim,Payment,2024-11-01,1,2,1,1
BUG-0849,Typo in the settings menu - Case 575,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P5,Not a Bug,Grace Kim,Reporting,2024-02-03,4,0,4,3
BUG-0850,App crashes on login - Case 375,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P4,Not a Bug,Carol White,API,2024-12-11,1,3,3,3
BUG-0851,API returning 500 error - Case 185,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Major,P1,,Carol White,Reporting,2024-03-13,0,1,0,5
BUG-0852,Memory leak during file upload - Case 668,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P1,,Eva Martinez,Dashboard,2024-01-01,3,0,0,5
BUG-0853,UI misalignment in header - Case 491,The header elements are overlapping on mobile screens.,Closed,Major,P2,Duplicate,Frank Brown,Reporting,2024-05-19,1,1,1,1
BUG-0854,Button click has no effect - Case 388,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Trivial,P3,,Bob Smith,UI/UX,2024-09-30,0,3,2,5
BUG-0855,Database connection timeout - Case 842,The connection to the database times out after 30 seconds of inactivity.,In Progress,Minor,P1,,Frank Brown,Database,2024-08-09,2,2,0,5
BUG-0856,API returning 500 error - Case 379,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P1,Duplicate,Frank Brown,Authentication,2024-04-17,1,0,0,1
BUG-0857,Database connection timeout - Case 761,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P5,Fixed,Carol White,UI/UX,2024-08-31,1,3,4,2
BUG-0858,API returning 500 error - Case 880,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P1,Cannot Reproduce,Alice Johnson,Notifications,2024-02-11,1,3,0,0
BUG-0859,Typo in the settings menu - Case 932,There is a spelling mistake in the user profile settings page.,Closed,Critical,P4,Cannot Reproduce,Alice Johnson,Payment,2024-07-02,1,0,3,0
BUG-0860,Null pointer exception in module X - Case 555,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P3,,David Lee,Payment,2024-01-11,0,1,2,5
BUG-0861,Feature Y is not responsive - Case 927,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P3,Duplicate,Henry Wilson,Reporting,2024-07-04,1,3,2,1
BUG-0862,UI misalignment in header - Case 759,The header elements are overlapping on mobile screens.,Closed,Critical,P5,Duplicate,Eva Martinez,Notifications,2024-11-22,1,0,4,1
BUG-0863,Null pointer exception in module X - Case 775,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P5,Not a Bug,Carol White,Payment,2024-10-16,1,2,4,3
BUG-0864,Performance degradation on load - Case 976,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P1,Duplicate,Eva Martinez,Notifications,2024-04-08,1,3,0,1
BUG-0865,Performance degradation on load - Case 966,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P3,Duplicate,Grace Kim,UI/UX,2024-11-24,1,3,2,1
BUG-0866,Button click has no effect - Case 577,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P4,,Alice Johnson,API,2024-09-21,2,3,3,5
BUG-0867,Button click has no effect - Case 559,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P3,,Bob Smith,Authentication,2024-07-19,3,2,2,5
BUG-0868,Null pointer exception in module X - Case 806,A NullPointerException is thrown when clicking the submit button in module X.,New,Minor,P4,,Frank Brown,API,2024-05-07,3,2,3,5
BUG-0869,Typo in the settings menu - Case 964,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P2,Duplicate,Grace Kim,Authentication,2024-02-19,1,3,1,1
BUG-0870,Typo in the settings menu - Case 960,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P4,,Frank Brown,Authentication,2024-02-25,0,0,3,5
BUG-0871,Button click has no effect - Case 913,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P1,Duplicate,Bob Smith,Payment,2024-02-18,1,0,0,1
BUG-0872,App crashes on login - Case 486,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P2,,Alice Johnson,API,2024-03-06,3,3,1,5
BUG-0873,Memory leak during file upload - Case 167,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P3,,Grace Kim,UI/UX,2024-10-13,3,3,2,5
BUG-0874,API returning 500 error - Case 892,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P1,Duplicate,Alice Johnson,Notifications,2024-07-29,1,2,0,1
BUG-0875,Memory leak during file upload - Case 735,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P2,,Frank Brown,Reporting,2024-06-22,3,3,1,5
BUG-0876,App crashes on login - Case 709,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P1,Fixed,Eva Martinez,Database,2024-04-09,1,2,0,2
BUG-0877,Performance degradation on load - Case 555,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P4,Duplicate,Eva Martinez,UI/UX,2024-01-23,4,3,3,1
BUG-0878,Typo in the settings menu - Case 418,There is a spelling mistake in the user profile settings page.,Closed,Minor,P2,Not a Bug,Eva Martinez,Database,2024-03-15,1,2,1,3
BUG-0879,App crashes on login - Case 630,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P1,,Alice Johnson,UI/UX,2024-01-30,0,2,0,5
BUG-0880,Null pointer exception in module X - Case 755,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P2,Duplicate,Frank Brown,Database,2024-04-06,1,0,1,1
BUG-0881,Memory leak during file upload - Case 436,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P4,Duplicate,Alice Johnson,Reporting,2024-01-22,1,0,3,1
BUG-0882,API returning 500 error - Case 738,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P4,Duplicate,Grace Kim,Dashboard,2024-06-18,1,0,3,1
BUG-0883,App crashes on login - Case 471,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P1,,Bob Smith,Dashboard,2024-07-02,3,3,0,5
BUG-0884,Null pointer exception in module X - Case 746,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P4,,David Lee,API,2024-01-23,2,3,3,5
BUG-0885,Feature Y is not responsive - Case 836,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P5,Duplicate,Carol White,API,2024-04-01,4,2,4,1
BUG-0886,App crashes on login - Case 951,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P3,Duplicate,Henry Wilson,Reporting,2024-06-22,4,2,2,1
BUG-0887,Typo in the settings menu - Case 776,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P5,Duplicate,Carol White,Dashboard,2024-12-30,1,3,4,1
BUG-0888,Null pointer exception in module X - Case 645,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P4,,Alice Johnson,Reporting,2024-06-11,2,0,3,5
BUG-0889,Feature Y is not responsive - Case 908,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P4,Duplicate,Henry Wilson,Reporting,2024-01-28,4,1,3,1
BUG-0890,API returning 500 error - Case 909,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P1,,Frank Brown,Notifications,2024-03-26,3,0,0,5
BUG-0891,Database connection timeout - Case 429,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P2,Won't Fix,Henry Wilson,API,2024-12-21,1,0,1,4
BUG-0892,Performance degradation on load - Case 765,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P2,,David Lee,UI/UX,2024-04-22,0,2,1,5
BUG-0893,Memory leak during file upload - Case 486,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Major,P1,,Bob Smith,Dashboard,2024-07-10,0,1,0,5
BUG-0894,Feature Y is not responsive - Case 555,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P2,,Frank Brown,UI/UX,2024-04-27,2,3,1,5
BUG-0895,Memory leak during file upload - Case 518,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P2,Won't Fix,Alice Johnson,Dashboard,2024-06-11,4,1,1,4
BUG-0896,Feature Y is not responsive - Case 760,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P1,,Bob Smith,API,2024-02-12,2,1,0,5
BUG-0897,UI misalignment in header - Case 221,The header elements are overlapping on mobile screens.,In Progress,Minor,P3,,David Lee,Database,2024-01-20,2,2,2,5
BUG-0898,Feature Y is not responsive - Case 295,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P5,,Eva Martinez,API,2024-10-05,0,1,4,5
BUG-0899,Memory leak during file upload - Case 515,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P2,,David Lee,Reporting,2024-08-29,3,2,1,5
BUG-0900,Null pointer exception in module X - Case 585,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P5,Duplicate,Frank Brown,Reporting,2024-08-24,1,1,4,1
BUG-0901,Memory leak during file upload - Case 314,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Trivial,P3,Cannot Reproduce,Carol White,Dashboard,2024-10-12,4,3,2,0
BUG-0902,App crashes on login - Case 611,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P2,,Grace Kim,API,2024-04-25,2,0,1,5
BUG-0903,App crashes on login - Case 681,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Major,P1,,Grace Kim,UI/UX,2024-03-19,0,1,0,5
BUG-0904,Memory leak during file upload - Case 165,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P5,Not a Bug,Frank Brown,Notifications,2024-04-06,4,0,4,3
BUG-0905,Feature Y is not responsive - Case 195,Feature Y does not resize properly when the window is scaled down.,Resolved,Critical,P5,Duplicate,Carol White,Reporting,2024-01-17,4,0,4,1
BUG-0906,App crashes on login - Case 562,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P4,Duplicate,Eva Martinez,Payment,2024-05-25,1,2,3,1
BUG-0907,Typo in the settings menu - Case 630,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P2,,Carol White,Payment,2024-06-16,0,0,1,5
BUG-0908,Memory leak during file upload - Case 589,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P4,Fixed,Eva Martinez,UI/UX,2024-04-15,4,2,3,2
BUG-0909,API returning 500 error - Case 262,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P1,Not a Bug,Henry Wilson,API,2024-06-07,1,2,0,3
BUG-0910,Database connection timeout - Case 556,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P1,Fixed,Frank Brown,Notifications,2024-11-05,4,2,0,2
BUG-0911,Performance degradation on load - Case 140,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Critical,P3,,Eva Martinez,UI/UX,2024-11-26,2,0,2,5
BUG-0912,Database connection timeout - Case 525,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P4,Duplicate,Bob Smith,UI/UX,2024-08-22,1,0,3,1
BUG-0913,App crashes on login - Case 345,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P4,Duplicate,Henry Wilson,UI/UX,2024-12-07,1,3,3,1
BUG-0914,Button click has no effect - Case 224,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P2,,Henry Wilson,Dashboard,2024-02-23,3,1,1,5
BUG-0915,Button click has no effect - Case 145,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P2,,Frank Brown,UI/UX,2024-02-07,3,0,1,5
BUG-0916,Memory leak during file upload - Case 138,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P3,,Henry Wilson,Notifications,2024-02-28,2,2,2,5
BUG-0917,UI misalignment in header - Case 661,The header elements are overlapping on mobile screens.,Resolved,Major,P4,Duplicate,Carol White,Authentication,2024-08-29,4,1,3,1
BUG-0918,Database connection timeout - Case 401,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P5,Fixed,Alice Johnson,API,2024-07-19,1,2,4,2
BUG-0919,Typo in the settings menu - Case 282,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P1,Duplicate,Bob Smith,UI/UX,2024-08-14,4,3,0,1
BUG-0920,API returning 500 error - Case 153,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P4,,David Lee,Database,2024-01-25,3,0,3,5
BUG-0921,Null pointer exception in module X - Case 193,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P3,Fixed,David Lee,Payment,2024-01-15,4,3,2,2
BUG-0922,UI misalignment in header - Case 916,The header elements are overlapping on mobile screens.,Resolved,Trivial,P3,Duplicate,Frank Brown,Reporting,2024-07-31,4,3,2,1
BUG-0923,Button click has no effect - Case 504,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P5,,Frank Brown,Database,2024-04-28,3,2,4,5
BUG-0924,Memory leak during file upload - Case 769,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P2,,David Lee,Payment,2024-07-18,3,2,1,5
BUG-0925,Feature Y is not responsive - Case 765,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P4,,Grace Kim,API,2024-01-23,2,3,3,5
BUG-0926,API returning 500 error - Case 204,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P5,Not a Bug,Frank Brown,UI/UX,2024-03-28,1,1,4,3
BUG-0927,Database connection timeout - Case 440,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P5,Duplicate,Henry Wilson,UI/UX,2024-02-04,1,1,4,1
BUG-0928,Null pointer exception in module X - Case 615,A NullPointerException is thrown when clicking the submit button in module X.,New,Trivial,P1,,Bob Smith,API,2024-04-29,3,3,0,5
BUG-0929,Memory leak during file upload - Case 875,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P3,Duplicate,Henry Wilson,API,2024-01-31,4,2,2,1
BUG-0930,Memory leak during file upload - Case 309,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Critical,P3,,Carol White,API,2024-11-02,0,0,2,5
BUG-0931,App crashes on login - Case 633,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Minor,P3,,Frank Brown,Reporting,2024-01-13,2,2,2,5
BUG-0932,App crashes on login - Case 780,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P4,Duplicate,Henry Wilson,Authentication,2024-09-23,1,1,3,1
BUG-0933,Feature Y is not responsive - Case 923,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P5,Duplicate,Carol White,Reporting,2024-02-05,1,2,4,1
BUG-0934,Database connection timeout - Case 706,The connection to the database times out after 30 seconds of inactivity.,Assigned,Trivial,P2,,Henry Wilson,API,2024-04-30,0,3,1,5
BUG-0935,Null pointer exception in module X - Case 350,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Minor,P3,,Eva Martinez,Notifications,2024-11-06,0,2,2,5
BUG-0936,Null pointer exception in module X - Case 378,A NullPointerException is thrown when clicking the submit button in module X.,New,Critical,P2,,Carol White,Notifications,2024-07-03,3,0,1,5
BUG-0937,Button click has no effect - Case 724,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Trivial,P2,,Grace Kim,Payment,2024-09-03,0,3,1,5
BUG-0938,Feature Y is not responsive - Case 709,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P3,,Grace Kim,Notifications,2024-10-10,0,2,2,5
BUG-0939,Feature Y is not responsive - Case 484,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P3,Not a Bug,Carol White,Notifications,2024-09-03,1,3,2,3
BUG-0940,Null pointer exception in module X - Case 104,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P2,Fixed,Grace Kim,UI/UX,2024-07-10,1,0,1,2
BUG-0941,Typo in the settings menu - Case 493,There is a spelling mistake in the user profile settings page.,In Progress,Trivial,P2,,Alice Johnson,Payment,2024-11-24,2,3,1,5
BUG-0942,Performance degradation on load - Case 266,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P3,Duplicate,Alice Johnson,UI/UX,2024-06-27,1,0,2,1
BUG-0943,Null pointer exception in module X - Case 348,A NullPointerException is thrown when clicking the submit button in module X.,New,Trivial,P4,,Eva Martinez,Notifications,2024-07-04,3,3,3,5
BUG-0944,Database connection timeout - Case 360,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P5,Duplicate,Grace Kim,UI/UX,2024-01-07,4,3,4,1
BUG-0945,UI misalignment in header - Case 630,The header elements are overlapping on mobile screens.,Resolved,Major,P3,Duplicate,Grace Kim,API,2024-08-06,4,1,2,1
BUG-0946,UI misalignment in header - Case 211,The header elements are overlapping on mobile screens.,In Progress,Major,P4,,Grace Kim,API,2024-03-14,2,1,3,5
BUG-0947,Typo in the settings menu - Case 659,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P5,Duplicate,Bob Smith,UI/UX,2024-09-08,1,3,4,1
BUG-0948,Feature Y is not responsive - Case 850,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P4,,Carol White,Reporting,2024-03-31,0,1,3,5
BUG-0949,Button click has no effect - Case 212,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P4,Cannot Reproduce,Alice Johnson,Dashboard,2024-04-18,1,2,3,0
BUG-0950,Null pointer exception in module X - Case 365,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P4,Cannot Reproduce,Bob Smith,API,2024-11-16,4,3,3,0
BUG-0951,Typo in the settings menu - Case 722,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P3,Duplicate,Alice Johnson,Reporting,2024-05-21,1,3,2,1
BUG-0952,UI misalignment in header - Case 109,The header elements are overlapping on mobile screens.,In Progress,Trivial,P5,,David Lee,Authentication,2024-01-04,2,3,4,5
BUG-0953,Button click has no effect - Case 879,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P1,Won't Fix,Grace Kim,Database,2024-08-30,4,1,0,4
BUG-0954,Typo in the settings menu - Case 422,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P3,Duplicate,Frank Brown,Payment,2024-07-12,1,3,2,1
BUG-0955,Performance degradation on load - Case 765,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P4,Duplicate,Alice Johnson,Payment,2024-12-23,1,0,3,1
BUG-0956,Feature Y is not responsive - Case 816,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P1,Duplicate,Grace Kim,Reporting,2024-11-12,1,0,0,1
BUG-0957,Memory leak during file upload - Case 156,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P3,Duplicate,Alice Johnson,Database,2024-06-13,1,3,2,1
BUG-0958,Null pointer exception in module X - Case 721,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P3,Cannot Reproduce,Grace Kim,Notifications,2024-11-09,4,3,2,0
BUG-0959,UI misalignment in header - Case 851,The header elements are overlapping on mobile screens.,In Progress,Minor,P4,,Alice Johnson,Dashboard,2024-11-06,2,2,3,5
BUG-0960,UI misalignment in header - Case 408,The header elements are overlapping on mobile screens.,Resolved,Critical,P5,Not a Bug,Henry Wilson,Reporting,2024-03-27,4,0,4,3
BUG-0961,Database connection timeout - Case 871,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P4,,Frank Brown,UI/UX,2024-08-10,3,3,3,5
BUG-0962,Null pointer exception in module X - Case 836,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P4,Won't Fix,Henry Wilson,Payment,2024-12-09,4,3,3,4
BUG-0963,Typo in the settings menu - Case 992,There is a spelling mistake in the user profile settings page.,Resolved,Major,P2,Duplicate,Grace Kim,UI/UX,2024-11-25,4,1,1,1
BUG-0964,Null pointer exception in module X - Case 365,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P5,,Frank Brown,Reporting,2024-02-14,2,3,4,5
BUG-0965,UI misalignment in header - Case 686,The header elements are overlapping on mobile screens.,Assigned,Critical,P1,,Alice Johnson,API,2024-06-09,0,0,0,5
BUG-0966,Database connection timeout - Case 371,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P2,Duplicate,Frank Brown,Database,2024-04-07,1,0,1,1
BUG-0967,Database connection timeout - Case 632,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P2,Not a Bug,Alice Johnson,Notifications,2024-04-23,1,3,1,3
BUG-0968,Feature Y is not responsive - Case 957,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P4,Duplicate,Alice Johnson,Database,2024-03-16,1,1,3,1
BUG-0969,UI misalignment in header - Case 380,The header elements are overlapping on mobile screens.,Resolved,Minor,P2,Not a Bug,Eva Martinez,UI/UX,2024-11-19,4,2,1,3
BUG-0970,Database connection timeout - Case 828,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P4,Duplicate,David Lee,Authentication,2024-06-19,1,2,3,1
