Bug ID,Summary,Description,Status,Severity,Priority,Resolution
BUG-0706,UI misalignment in header - Case 135,The header elements are overlapping on mobile screens.,Resolved,Critical,P4,Cannot Reproduce
BUG-0707,Null pointer exception in module X - Case 718,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Critical,P4,None
BUG-0708,Null pointer exception in module X - Case 220,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P3,Fixed
BUG-0709,API returning 500 error - Case 239,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P3,Won't Fix
BUG-0710,Null pointer exception in module X - Case 367,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P4,Duplicate
BUG-0711,Memory leak during file upload - Case 673,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Critical,P1,None
BUG-0712,Performance degradation on load - Case 546,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Major,P1,None
BUG-0713,Memory leak during file upload - Case 156,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P5,Not a Bug
BUG-0714,Memory leak during file upload - Case 698,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P4,None
BUG-0715,Database connection timeout - Case 754,The connection to the database times out after 30 seconds of inactivity.,In Progress,Major,P2,None
BUG-0716,Performance degradation on load - Case 837,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P1,Won't Fix
BUG-0717,Memory leak during file upload - Case 206,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Trivial,P4,Cannot Reproduce
BUG-0718,Database connection timeout - Case 646,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P5,None
BUG-0719,Typo in the settings menu - Case 783,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P2,None
BUG-0720,Database connection timeout - Case 944,The connection to the database times out after 30 seconds of inactivity.,New,Major,P4,None
BUG-0721,Memory leak during file upload - Case 460,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P4,Duplicate
BUG-0722,Feature Y is not responsive - Case 103,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P5,Won't Fix
BUG-0723,Performance degradation on load - Case 937,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P3,Duplicate
BUG-0724,Feature Y is not responsive - Case 500,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P5,Duplicate
BUG-0725,Memory leak during file upload - Case 743,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P3,None
BUG-0726,Typo in the settings menu - Case 891,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P4,None
BUG-0727,Null pointer exception in module X - Case 500,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P4,None
BUG-0728,Performance degradation on load - Case 694,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Major,P3,Duplicate
BUG-0729,Database connection timeout - Case 715,The connection to the database times out after 30 seconds of inactivity.,New,Major,P5,None
BUG-0730,Memory leak during file upload - Case 217,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P5,Cannot Reproduce
BUG-0731,API returning 500 error - Case 957,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P1,None
BUG-0732,Button click has no effect - Case 369,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P3,Duplicate
BUG-0733,Null pointer exception in module X - Case 456,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P2,Duplicate
BUG-0734,Null pointer exception in module X - Case 705,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P4,Fixed
BUG-0735,UI misalignment in header - Case 130,The header elements are overlapping on mobile screens.,Assigned,Minor,P2,None
BUG-0736,UI misalignment in header - Case 424,The header elements are overlapping on mobile screens.,Closed,Minor,P5,Won't Fix
BUG-0737,Memory leak during file upload - Case 583,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P2,Duplicate
BUG-0738,Feature Y is not responsive - Case 935,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P1,Won't Fix
BUG-0739,Memory leak during file upload - Case 518,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Trivial,P3,None
BUG-0740,API returning 500 error - Case 150,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P5,Duplicate
BUG-0741,Memory leak during file upload - Case 698,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P4,Duplicate
BUG-0742,UI misalignment in header - Case 589,The header elements are overlapping on mobile screens.,Closed,Critical,P2,Fixed
BUG-0743,App crashes on login - Case 666,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Major,P4,None
BUG-0744,UI misalignment in header - Case 382,The header elements are overlapping on mobile screens.,Resolved,Minor,P5,Won't Fix
BUG-0745,UI misalignment in header - Case 480,The header elements are overlapping on mobile screens.,Closed,Critical,P5,Not a Bug
BUG-0746,Null pointer exception in module X - Case 424,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Critical,P4,Fixed
BUG-0747,Database connection timeout - Case 911,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P2,None
BUG-0748,Database connection timeout - Case 842,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P2,Fixed
BUG-0749,Feature Y is not responsive - Case 747,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P3,Not a Bug
BUG-0750,Memory leak during file upload - Case 206,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Trivial,P1,None
BUG-0751,Performance degradation on load - Case 176,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P5,Duplicate
BUG-0752,Typo in the settings menu - Case 291,There is a spelling mistake in the user profile settings page.,New,Critical,P5,None
BUG-0753,API returning 500 error - Case 685,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P4,Fixed
BUG-0754,Typo in the settings menu - Case 441,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P4,Cannot Reproduce
BUG-0755,App crashes on login - Case 884,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Critical,P1,Duplicate
BUG-0756,UI misalignment in header - Case 269,The header elements are overlapping on mobile screens.,Closed,Major,P4,Won't Fix
BUG-0757,Null pointer exception in module X - Case 644,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Critical,P1,Fixed
BUG-0758,Feature Y is not responsive - Case 464,Feature Y does not resize properly when the window is scaled down.,In Progress,Critical,P2,None
BUG-0759,Null pointer exception in module X - Case 367,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P4,None
BUG-0760,Performance degradation on load - Case 135,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P1,Won't Fix
BUG-0761,Feature Y is not responsive - Case 464,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P2,Duplicate
BUG-0762,App crashes on login - Case 795,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P2,Duplicate
BUG-0763,UI misalignment in header - Case 463,The header elements are overlapping on mobile screens.,Closed,Major,P2,Duplicate
BUG-0764,Null pointer exception in module X - Case 320,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Minor,P3,None
BUG-0765,Database connection timeout - Case 497,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P3,Duplicate
BUG-0766,Typo in the settings menu - Case 363,There is a spelling mistake in the user profile settings page.,New,Major,P1,None
BUG-0767,Database connection timeout - Case 893,The connection to the database times out after 30 seconds of inactivity.,Assigned,Major,P2,None
BUG-0768,Database connection timeout - Case 448,The connection to the database times out after 30 seconds of inactivity.,Assigned,Minor,P4,None
BUG-0769,Database connection timeout - Case 887,The connection to the database times out after 30 seconds of inactivity.,Assigned,Trivial,P1,None
BUG-0770,Performance degradation on load - Case 390,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P2,Duplicate
BUG-0771,API returning 500 error - Case 770,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Major,P3,None
BUG-0772,Database connection timeout - Case 710,The connection to the database times out after 30 seconds of inactivity.,In Progress,Trivial,P1,None
BUG-0773,Feature Y is not responsive - Case 115,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P1,Duplicate
BUG-0774,App crashes on login - Case 165,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P1,Fixed
BUG-0775,API returning 500 error - Case 166,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Trivial,P3,None
BUG-0776,Feature Y is not responsive - Case 239,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P4,None
BUG-0777,Feature Y is not responsive - Case 991,Feature Y does not resize properly when the window is scaled down.,Resolved,Critical,P3,Fixed
BUG-0778,App crashes on login - Case 571,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P4,None
BUG-0779,UI misalignment in header - Case 620,The header elements are overlapping on mobile screens.,Assigned,Minor,P3,None
BUG-0780,App crashes on login - Case 965,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P1,Duplicate
BUG-0781,Null pointer exception in module X - Case 536,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P1,Duplicate
BUG-0782,Performance degradation on load - Case 528,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Critical,P4,Fixed
BUG-0783,Memory leak during file upload - Case 161,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Trivial,P4,None
BUG-0784,Memory leak during file upload - Case 878,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Trivial,P4,Cannot Reproduce
BUG-0785,UI misalignment in header - Case 120,The header elements are overlapping on mobile screens.,Closed,Minor,P1,Duplicate
BUG-0786,Database connection timeout - Case 876,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P3,Won't Fix
BUG-0787,UI misalignment in header - Case 755,The header elements are overlapping on mobile screens.,In Progress,Critical,P1,None
BUG-0788,API returning 500 error - Case 454,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P4,None
BUG-0789,Typo in the settings menu - Case 360,There is a spelling mistake in the user profile settings page.,New,Minor,P4,None
BUG-0790,Performance degradation on load - Case 880,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P3,None
BUG-0791,App crashes on login - Case 173,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P2,Duplicate
BUG-0792,Database connection timeout - Case 925,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P1,Fixed
BUG-0793,Button click has no effect - Case 478,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P4,None
BUG-0794,Typo in the settings menu - Case 604,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P1,None
BUG-0795,Feature Y is not responsive - Case 679,Feature Y does not resize properly when the window is scaled down.,New,Major,P3,None
BUG-0796,Database connection timeout - Case 278,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P5,Cannot Reproduce
BUG-0797,Null pointer exception in module X - Case 853,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P4,None
BUG-0798,Memory leak during file upload - Case 846,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Minor,P3,Fixed
BUG-0799,Null pointer exception in module X - Case 604,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P1,Duplicate
BUG-0800,Null pointer exception in module X - Case 786,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P2,Duplicate
BUG-0801,Feature Y is not responsive - Case 656,Feature Y does not resize properly when the window is scaled down.,New,Minor,P4,None
BUG-0802,App crashes on login - Case 242,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P5,Not a Bug
BUG-0803,Typo in the settings menu - Case 590,There is a spelling mistake in the user profile settings page.,Closed,Critical,P1,Duplicate
BUG-0804,App crashes on login - Case 482,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P1,Won't Fix
BUG-0805,Typo in the settings menu - Case 777,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P5,None
BUG-0806,Memory leak during file upload - Case 810,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P4,Duplicate
BUG-0807,App crashes on login - Case 636,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P1,Not a Bug
BUG-0808,Typo in the settings menu - Case 807,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P3,Cannot Reproduce
BUG-0809,Database connection timeout - Case 788,The connection to the database times out after 30 seconds of inactivity.,In Progress,Major,P2,None
BUG-0810,App crashes on login - Case 476,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P5,Duplicate
BUG-0811,Feature Y is not responsive - Case 893,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P2,Duplicate
BUG-0812,API returning 500 error - Case 282,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P1,Won't Fix
BUG-0813,Null pointer exception in module X - Case 186,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P5,Fixed
BUG-0814,App crashes on login - Case 259,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P3,Not a Bug
BUG-0815,Feature Y is not responsive - Case 407,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P1,Not a Bug
BUG-0816,Null pointer exception in module X - Case 407,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Critical,P5,None
BUG-0817,App crashes on login - Case 259,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P3,Duplicate
BUG-0818,UI misalignment in header - Case 584,The header elements are overlapping on mobile screens.,Assigned,Trivial,P1,None
BUG-0819,App crashes on login - Case 456,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P4,Cannot Reproduce
BUG-0820,Feature Y is not responsive - Case 469,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P1,None
BUG-0821,Null pointer exception in module X - Case 503,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P1,Duplicate
BUG-0822,API returning 500 error - Case 789,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P1,Won't Fix
BUG-0823,Feature Y is not responsive - Case 711,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P4,Cannot Reproduce
BUG-0824,Button click has no effect - Case 577,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P2,None
BUG-0825,UI misalignment in header - Case 581,The header elements are overlapping on mobile screens.,In Progress,Critical,P4,None
BUG-0826,UI misalignment in header - Case 544,The header elements are overlapping on mobile screens.,Closed,Critical,P5,Duplicate
BUG-0827,Feature Y is not responsive - Case 565,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P3,None
BUG-0828,Typo in the settings menu - Case 358,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P1,Duplicate
BUG-0829,Feature Y is not responsive - Case 852,Feature Y does not resize properly when the window is scaled down.,Assigned,Trivial,P4,None
BUG-0830,API returning 500 error - Case 230,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Minor,P5,None
BUG-0831,Database connection timeout - Case 250,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P1,Duplicate
BUG-0832,API returning 500 error - Case 276,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P5,Not a Bug
BUG-0833,Null pointer exception in module X - Case 892,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P2,Duplicate
BUG-0834,Button click has no effect - Case 164,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P3,Duplicate
BUG-0835,Null pointer exception in module X - Case 388,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Critical,P4,None
BUG-0836,Feature Y is not responsive - Case 549,Feature Y does not resize properly when the window is scaled down.,New,Minor,P5,None
BUG-0837,Null pointer exception in module X - Case 887,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Trivial,P4,None
BUG-0838,Button click has no effect - Case 441,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P5,None
BUG-0839,Feature Y is not responsive - Case 412,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P2,None
BUG-0840,Typo in the settings menu - Case 918,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P2,None
BUG-0841,API returning 500 error - Case 358,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Minor,P5,None
BUG-0842,UI misalignment in header - Case 282,The header elements are overlapping on mobile screens.,New,Trivial,P3,None
BUG-0843,Button click has no effect - Case 546,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P3,Not a Bug
BUG-0844,UI misalignment in header - Case 377,The header elements are overlapping on mobile screens.,New,Trivial,P1,None
BUG-0845,Null pointer exception in module X - Case 836,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P4,Won't Fix
BUG-0846,Memory leak during file upload - Case 968,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Major,P3,None
BUG-0847,Typo in the settings menu - Case 563,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P2,Cannot Reproduce
BUG-0848,App crashes on login - Case 129,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P3,Duplicate
BUG-0849,Performance degradation on load - Case 329,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P5,Not a Bug
BUG-0850,Database connection timeout - Case 903,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P5,None
BUG-0851,UI misalignment in header - Case 377,The header elements are overlapping on mobile screens.,Closed,Trivial,P1,Duplicate
BUG-0852,Typo in the settings menu - Case 401,There is a spelling mistake in the user profile settings page.,New,Critical,P2,None
BUG-0853,Button click has no effect - Case 634,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P2,Won't Fix
BUG-0854,Memory leak during file upload - Case 214,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Minor,P2,None
BUG-0855,API returning 500 error - Case 531,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P5,None
BUG-0856,Button click has no effect - Case 835,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P5,Duplicate
BUG-0857,UI misalignment in header - Case 299,The header elements are overlapping on mobile screens.,In Progress,Critical,P2,None
BUG-0858,Database connection timeout - Case 282,The connection to the database times out after 30 seconds of inactivity.,New,Major,P5,None
BUG-0859,Feature Y is not responsive - Case 976,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P1,None
BUG-0860,Feature Y is not responsive - Case 639,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P5,Won't Fix
BUG-0861,Database connection timeout - Case 824,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P4,None
BUG-0862,Database connection timeout - Case 602,The connection to the database times out after 30 seconds of inactivity.,In Progress,Minor,P4,None
BUG-0863,Typo in the settings menu - Case 726,There is a spelling mistake in the user profile settings page.,In Progress,Trivial,P5,None
BUG-0864,Button click has no effect - Case 359,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P3,Fixed
BUG-0865,Button click has no effect - Case 672,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Minor,P4,None
BUG-0866,UI misalignment in header - Case 291,The header elements are overlapping on mobile screens.,In Progress,Critical,P5,None
BUG-0867,Feature Y is not responsive - Case 678,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P4,Duplicate
BUG-0868,Typo in the settings menu - Case 269,There is a spelling mistake in the user profile settings page.,New,Minor,P5,None
BUG-0869,App crashes on login - Case 568,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P2,Duplicate
BUG-0870,UI misalignment in header - Case 322,The header elements are overlapping on mobile screens.,In Progress,Major,P1,None
BUG-0871,App crashes on login - Case 355,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P5,None
BUG-0872,Memory leak during file upload - Case 576,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P3,Duplicate
BUG-0873,API returning 500 error - Case 944,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Trivial,P2,Cannot Reproduce
BUG-0874,Null pointer exception in module X - Case 399,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Trivial,P5,None
BUG-0875,Database connection timeout - Case 688,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P2,Not a Bug
BUG-0876,Performance degradation on load - Case 220,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P1,Duplicate
BUG-0877,Database connection timeout - Case 210,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P3,Not a Bug
BUG-0878,Memory leak during file upload - Case 560,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Major,P5,None
BUG-0879,App crashes on login - Case 335,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P4,Won't Fix
BUG-0880,Typo in the settings menu - Case 319,There is a spelling mistake in the user profile settings page.,Assigned,Minor,P1,None
BUG-0881,API returning 500 error - Case 599,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Critical,P3,None
BUG-0882,Typo in the settings menu - Case 842,There is a spelling mistake in the user profile settings page.,Assigned,Major,P1,None
BUG-0883,Feature Y is not responsive - Case 416,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P1,Duplicate
BUG-0884,Feature Y is not responsive - Case 274,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P5,Duplicate
BUG-0885,API returning 500 error - Case 108,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P2,Cannot Reproduce
BUG-0886,Button click has no effect - Case 433,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Major,P3,None
BUG-0887,Typo in the settings menu - Case 552,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P4,Cannot Reproduce
BUG-0888,Typo in the settings menu - Case 371,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P5,None
BUG-0889,Null pointer exception in module X - Case 573,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P3,None
BUG-0890,Null pointer exception in module X - Case 885,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Trivial,P3,None
BUG-0891,UI misalignment in header - Case 649,The header elements are overlapping on mobile screens.,Closed,Critical,P4,Not a Bug
BUG-0892,Memory leak during file upload - Case 640,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Minor,P5,None
BUG-0893,Memory leak during file upload - Case 625,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P1,None
BUG-0894,API returning 500 error - Case 330,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P2,Won't Fix
BUG-0895,Button click has no effect - Case 835,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P2,None
BUG-0896,Performance degradation on load - Case 105,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P5,Duplicate
BUG-0897,UI misalignment in header - Case 777,The header elements are overlapping on mobile screens.,Assigned,Minor,P1,None
BUG-0898,App crashes on login - Case 564,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P3,None
BUG-0899,Memory leak during file upload - Case 459,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P1,Duplicate
BUG-0900,Memory leak during file upload - Case 980,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P1,Duplicate
BUG-0901,UI misalignment in header - Case 340,The header elements are overlapping on mobile screens.,New,Major,P1,None
BUG-0902,Performance degradation on load - Case 590,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P4,Cannot Reproduce
BUG-0903,App crashes on login - Case 314,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P5,None
BUG-0904,Null pointer exception in module X - Case 181,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P3,Fixed
BUG-0905,Button click has no effect - Case 185,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P4,Cannot Reproduce
BUG-0906,App crashes on login - Case 823,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P5,Won't Fix
BUG-0907,Typo in the settings menu - Case 906,There is a spelling mistake in the user profile settings page.,Closed,Minor,P1,Duplicate
BUG-0908,Memory leak during file upload - Case 559,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P2,None
BUG-0909,Feature Y is not responsive - Case 121,Feature Y does not resize properly when the window is scaled down.,New,Major,P3,None
BUG-0910,Performance degradation on load - Case 183,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P3,None
BUG-0911,Button click has no effect - Case 250,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P1,None
BUG-0912,API returning 500 error - Case 750,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P3,None
BUG-0913,UI misalignment in header - Case 147,The header elements are overlapping on mobile screens.,Closed,Major,P4,Duplicate
BUG-0914,Null pointer exception in module X - Case 710,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P4,None
BUG-0915,Database connection timeout - Case 706,The connection to the database times out after 30 seconds of inactivity.,In Progress,Minor,P2,None
BUG-0916,Performance degradation on load - Case 972,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P2,Not a Bug
BUG-0917,Performance degradation on load - Case 108,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Critical,P5,Duplicate
BUG-0918,API returning 500 error - Case 701,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P4,Duplicate
BUG-0919,Typo in the settings menu - Case 540,There is a spelling mistake in the user profile settings page.,In Progress,Major,P5,None
BUG-0920,UI misalignment in header - Case 412,The header elements are overlapping on mobile screens.,Closed,Trivial,P5,Duplicate
BUG-0921,Null pointer exception in module X - Case 374,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P1,None
BUG-0922,UI misalignment in header - Case 716,The header elements are overlapping on mobile screens.,In Progress,Trivial,P3,None
BUG-0923,UI misalignment in header - Case 633,The header elements are overlapping on mobile screens.,New,Minor,P2,None
BUG-0924,Performance degradation on load - Case 702,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P4,Duplicate
BUG-0925,Button click has no effect - Case 395,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P2,Fixed
BUG-0926,Button click has no effect - Case 733,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P1,Cannot Reproduce
BUG-0927,Database connection timeout - Case 806,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P3,Cannot Reproduce
BUG-0928,Feature Y is not responsive - Case 550,Feature Y does not resize properly when the window is scaled down.,Assigned,Trivial,P1,None
BUG-0929,App crashes on login - Case 820,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P2,Won't Fix
BUG-0930,App crashes on login - Case 858,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P2,Duplicate
BUG-0931,Typo in the settings menu - Case 400,There is a spelling mistake in the user profile settings page.,Closed,Major,P4,Cannot Reproduce
BUG-0932,Performance degradation on load - Case 966,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Trivial,P4,Duplicate
BUG-0933,Feature Y is not responsive - Case 345,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P3,Duplicate
